id,choice
1241,"""Are there processes in place for detecting rogue wireless access points on a regular basis?"""
1241,"""In what frequency are scans conducted to detect unauthorized wireless access points?"""
1241,"""Do you have a system in place for regularly checking for rogue wireless access points?"""
1242,"""Can you elaborate on the procedure for reviewing security logs?"""
1242,"""How are security logs reviewed and assessed in your system?"""
1242,"""Could you walk me through the process of reviewing security logs?"""
1242,"""Can you provide insight into your security log review process?"""
1242,"""What steps are taken to review and evaluate security logs?"""
1243,"""Does remote access to your network and systems hosting Segra data exist? If so, what security measures, such as multi-factor authentication, are in place to protect external access and remote authentication?"""
1243,"""Could you provide details on the security protocols, including multi-factor authentication, utilized for remote access to the network and systems containing Segra data?"""
1243,"""Is there a way to remotely access the network and systems that store Segra data? If yes, can you elaborate on the security measures, like multi-factor authentication, implemented for external access and authentication?"""
1243,"""How is remote access to the network and systems hosting Segra data managed, including security protocols like multi-factor authentication for external access and remote authentication?"""
1243,"""Can you explain the security procedures in place, such as multi-factor authentication, for remote access to the network and systems housing Segra data and other internal organization technology assets?"""
1244,"""Can you confirm if the network used for serving Segra is segregated both logically and physically from other environments?"""
1244,"""Is there a clear separation in place between the Segra network and other client environments within the service provider's premises?"""
1244,"""Could you elaborate on how the Segra network is compartmentalized to prevent penetration from other client environments or the provider's wider network?"""
1244,"""In terms of network security, how is the Segra environment separated from other client environments and the provider's network?"""
1244,"""Can you provide details on the measures taken to ensure that there is no penetration possible from other client environments or the wider network of the service provider into the Segra network?"""
1245,"""How is access to the systems containing Segra data controlled, through VLANs, DMZ, or other network-based measures?"""
1245,"""Can you elaborate on the network controls utilized to restrict access to the systems storing Segra data, like VLANs, DMZ, or others?"""
1245,"""What type of network-based measures are in place to limit access to the Segra data systems, such as VLANs or DMZ?"""
1245,"""Do you employ VLANs, DMZ, or other network-based restrictions to secure access to the systems housing Segra data? Please describe."""
1245,"""How are VLANs, DMZ, or other network controls utilized to prevent unauthorized access to the systems hosting Segra data?"""
1246,"""Are there restrictions in place to secure direct access between the Internet and Segra's relevant systems? If not, can you explain the mitigating controls in place?"""
1246,"""How is direct access between the Internet and Segra's critical systems controlled for security purposes? Can you elaborate on any mitigating controls that are in place?"""
1246,"""Do you have measures in place to restrict direct access between the Internet and Segra's key systems securely? If not, what are the mitigating controls that have been implemented?"""
1246,"""What security measures are implemented to ensure secure restrictions on direct access between the Internet and Segra's relevant systems? Could you provide details on any mitigating controls that are being utilized?"""
1246,"""Can you confirm if there are secure restrictions in place for direct access between the Internet and Segra's important systems? If not, please describe the mitigating controls that have been implemented for security purposes."""
1247,"""Could you elaborate on the security measures used to protect sensitive Segra data sent over the Internet, such as SSL or TLS protocols?"""
1247,"""How do you ensure that sensitive Segra data sent over the Internet is protected, particularly in terms of SSL or TLS protocols?"""
1247,"""Can you provide information on the use of SSL or TLS protocols to safeguard sensitive Segra data transmitted over the Internet?"""
1247,"""What security protocols are in place to secure sensitive Segra data when it is sent over the Internet, specifically in relation to SSL or TLS?"""
1247,"""In what ways do you safeguard sensitive Segra data sent over the Internet, specifically addressing the use of SSL or TLS protocols?"""
1248,"""Do you have a protocol in place for performing regular penetration testing and vulnerability assessments on your network and applications? Can you share the most recent findings?"""
1248,"""How do you ensure that your network and applications undergo periodic penetration testing and vulnerability assessments? What were the results of the latest one?"""
1248,"""Is there a scheduled routine for conducting penetration tests and vulnerability assessments on your network and applications? What were the outcomes of the most recent tests?"""
1248,"""Can you elaborate on the procedures followed for regular penetration testing and vulnerability assessments of your network and applications? What were the key takeaways from the latest assessment?"""
1248,"""What measures do you have in place for recurring penetration testing and vulnerability assessments on your network and applications? Could you provide insights into the findings of the most recent assessment?"""
1249,"""Can you detail how security vulnerabilities are tracked during the remediation process?"""
1249,"""What is the protocol for monitoring security vulnerabilities as they progress through the remediation cycle?"""
1249,"""How are security vulnerabilities followed and managed from assessment to resolution in your organization?"""
1249,"""Is there a specific method in place to track security vulnerabilities as they are remediated?"""
1249,"""Could you elaborate on the procedure for monitoring security vulnerabilities during the remediation lifecycle?"""
1250,"""What measures are in place to ensure safe email usage by employees?"""
1250,"""Do you have a specific policy for email security and acceptable usage by your staff?"""
1250,"""Is there a clear guideline for employees to follow regarding email security and usage?"""
1250,"""How do you regulate the use of email to ensure security and compliance with company policies?"""
1250,"""Could you outline the email security policy set in place for employees, including acceptable usage guidelines?"""
1251,"""Do you wait for managerial or HR approval before creating user e-mail accounts at the Vendor facility?"""
1251,"""Are user e-mail accounts at the Vendor facility established only once given necessary approvals from management or HR?"""
1251,"""Is it standard procedure to obtain approvals from management or HR before setting up user e-mail accounts at the Vendor facility?"""
1251,"""Do you follow a protocol of seeking management or HR approvals prior to creating user e-mail accounts at the Vendor facility?"""
1251,"""Are user e-mail accounts at the Vendor facility created following approvals from management or HR?"""
1252,"""Do you have established protocols for deactivating email accounts when an employee leaves your organization?"""
1252,"""What measures do you have in place for disabling email accounts when a staff member departs the company?"""
1252,"""Are there documented steps for removing email access when an employee no longer works at the company?"""
1252,"""How do you handle the deactivation of email accounts when an employee exits the organization?"""
1252,"""Can you outline the procedures in place for disabling email accounts when an employee leaves the company?"""
1253,"""Do users share email accounts? If so, how is accountability managed in these cases?"""
1253,"""Are email accounts typically shared among users? If they are, how is accountability maintained?"""
1253,"""Is the sharing of email accounts common among users? If it is, what measures are in place to ensure accountability?"""
1253,"""In your organization, do users share email accounts? If they do, how do you ensure accountability in these situations?"""
1253,"""Are email accounts shared among users in your system? If they are, can you explain the process for maintaining accountability?"""
1254,"""Do you scan email attachments for viruses and malicious content?"""
1254,"""Are email attachments routinely checked for viruses and harmful content?"""
1254,"""Is there a process in place to scan email attachments for viruses and malicious content?"""
1254,"""Are measures taken to ensure that email attachments are free from viruses and malware?"""
1254,"""Do you have security protocols in place to scan email attachments for viruses?"""
1255,"""Is there a standard disclaimer included in the vendor's email communications?"""
1255,"""Do the vendor's emails contain a standard disclaimer within the content?"""
1255,"""Is there a standard disclaimer incorporated into the vendor's email correspondence?"""
1255,"""Are vendor emails equipped with a standard disclaimer within their content?"""
1255,"""Could you confirm if the vendor's emails include a standard disclaimer as part of the communication?"""
1294,"""What are the protocols for handling PII/PCI/CPNI/PHI related Segra data in hardcopy within your organization?"""
1294,"""Can you explain the policies surrounding the use of PII/PCI/CPNI/PHI related Segra data in hardcopy at your company?"""
1294,"""Are there specific guidelines in place for using PII/PCI/CPNI/PHI related Segra data in hardcopy within your organization?"""
1294,"""How does your organization manage and secure PII/PCI/CPNI/PHI related Segra data in hardcopy format?"""
1294,"""What measures are in place to protect sensitive PII/PCI/CPNI/PHI related Segra data when stored in hardcopy at your organization?"""
1256,"""Has your organization established a Backup, Restoration, Retention Policy or Standard that is regularly reviewed and communicated to all stakeholders?"""
1256,"""Could you elaborate on the procedures in place for regularly testing restoration capability in your organization's backup policy?"""
1256,"""What measures does your organization take to ensure encryption and hashing of backups in the Backup, Restoration, Retention Policy or Standard?"""
1256,"""How does your organization handle data destruction/sanitization of backup media content in compliance with the policy?"""
1256,"""Can you outline the process for removing Segra data from all backups upon request or termination of services according to your organization's policy?"""
1257,"""Do you have established protocols for reporting incidents such as security breaches, software malfunctions, and malicious software to Segra?"""
1257,"""What are the formal procedures in place for notifying Segra about incidents like security weaknesses or software malfunctions at your organization?"""
1257,"""Are there specific guidelines for reporting incidents like security breaches or malicious software to Segra?"""
1257,"""Could you outline the formal processes for informing Segra about incidents such as security vulnerabilities or software malfunctions?"""
1257,"""Are there any documented procedures for reporting incidents such as security breaches or malicious software to Segra that you can provide?"""
1258,"""Can you describe the protocols for notifying both internal and external parties about data security incidents?"""
1258,"""In the event of a data security breach, how do you ensure that the relevant authorities and stakeholders are informed?"""
1258,"""Do you have a set procedure for reporting data security incidents to the necessary authorities and stakeholders?"""
1258,"""What are the established notification measures for informing relevant parties about data security and privacy incidents?"""
1258,"""How do you handle the communication of data security and privacy incidents to appropriate authorities and stakeholders?"""
1259,"""Do you have a structured protocol in place for addressing employees accused of breaching Company security measures?"""
1259,"""What is the procedure for handling staff members who are suspected of breaking Company security rules?"""
1259,"""Is there an established disciplinary system for employees who are reported to have violated Company security policies?"""
1259,"""How does the Company handle instances where employees are accused of breaking security regulations?"""
1259,"""What steps are taken by the Company when dealing with employees who are accused of breaching security policies and procedures?"""
1260,"""Can you clarify if there is a specific protocol in place for identifying changes to be reported to Segra, requesting approval, and communicating the updates?"""
1260,"""Is there a formal process outlined for recognizing changes that need to be shared with Segra, seeking approval, and notifying all relevant parties?"""
1260,"""Could you provide insight into the established steps for identifying updates that require notification to Segra, requesting approval, and ensuring effective communication?"""
1260,"""Do you have a documented procedure for identifying changes that should be reported to Segra, seeking approval, and communicating the necessary information?"""
1260,"""Please elaborate on the protocol in place for recognizing changes that need to be communicated to Segra, submitting approval requests, and facilitating effective communication throughout the process."""
1261,"""Is there a system in place to track all changes made by vendors for audit purposes?"""
1261,"""Do vendor organizations keep a log of all change requests for auditing?"""
1261,"""How do vendors ensure there is an Audit Trail for all changes requested?"""
1261,"""Is there a protocol in place for maintaining an Audit Trail of change requests from vendors?"""
1261,"""Can you confirm if there is documentation for all changes requested by vendor organizations for auditing purposes?"""
1262,"""Do you have a clear division of Change roles such as Requestors, Implementors, Approvers, and Acceptance Testers?"""
1262,"""Are Change roles like Requestors, Implementors, Approvers, and Testers clearly outlined in your process?"""
1262,"""Is there a defined segregation of duties for Change roles, including Requestors, Implementors, Approvers, and Testers?"""
1262,"""How are Change roles like Requestors, Implementors, Approvers, and Testers organized within your process?"""
1262,"""Can you describe how responsibilities are divided among Change roles such as Requestors, Implementors, Approvers, and Testers?"""
1263,"""Do you conduct formal Information Security risk assessments before implementing new systems or making major changes?"""
1263,"""Prior to introducing new systems or significant changes, do you perform formal Information Security risk assessments?"""
1263,"""Are formal risk assessments for Information Security carried out before implementing new systems or making important changes?"""
1263,"""Do you assess Information Security risks formally before introducing new systems or significant changes?"""
1263,"""Prior to making substantial changes or introducing new systems, do you conduct formal Information Security risk assessments?"""
1264,"""Do you have protocols in place to prevent unauthorized modifications to Segra infrastructure, configurations, and data?"""
1264,"""Are there measures in place to enforce that changes to Segra infrastructure, configurations, and data require explicit approvals?"""
1264,"""To what extent are changes to Segra infrastructure, configurations, and data restricted without specific approvals?"""
1264,"""Are there any safeguards to prevent changes to Segra infrastructure, configurations, and data without prior approval from Segra?"""
1264,"""How are changes to Segra infrastructure, configurations, and data controlled to ensure they only occur with explicit approvals?"""
1265,"""Is there a protocol in place at your organization for conducting post implementation reviews of emergency, high impact, or problematic changes?"""
1265,"""How does your organization handle post implementation reviews for emergency, high impact, and failed changes?"""
1265,"""Are post implementation reviews conducted for emergency, high impact, or failed changes within your organization?"""
1265,"""What is the procedure for evaluating emergency, high impact, or problematic changes after implementation?"""
1265,"""Do you have a process in place for reviewing emergency, high impact, or failed changes post implementation?"""
1266,"""Do you have a formal procedure in place for managing sudden changes to guarantee they're executed in a controlled and timely fashion?"""
1266,"""Is there a defined protocol for addressing emergency changes to make sure they're handled promptly and in an organized way?"""
1266,"""Do you follow a documented process for dealing with unexpected changes to ensure they're implemented in a controlled and timely manner?"""
1266,"""Is there a set method for managing sudden changes to make certain they're executed in a controlled and efficient manner?"""
1266,"""Could you explain the structured approach your team takes to address emergency changes to ensure they are handled in a timely and controlled manner?"""
1267,"""Do you conduct pre-employment background checks on all new hires and contractors? If so, can you detail the types of checks performed?"""
1267,"""What kind of background checks are conducted for newly hired employees and contractors? And is this done for every new hire?"""
1267,"""Could you explain the procedure for conducting pre-employment background checks for both employees and contractors at the time of hire?"""
1267,"""Are background checks a standard practice for new employees and contractors upon hiring? If so, could you elaborate on the specific checks carried out?"""
1267,"""Can you provide insight into the background check process for new hires and contractors, including the various types of checks being conducted?"""
1268,"""Do you have a structured disciplinary procedure in place for employees involved in security breaches?"""
1268,"""What is the protocol for handling employees who cause security breaches at your company?"""
1268,"""Is there a formal process for disciplining employees responsible for security breaches?"""
1268,"""How do you handle employees involved in security breaches in a systematic way?"""
1268,"""Could you explain your method for addressing security breaches caused by employees through disciplinary actions?"""
1269,"""Do you require all staff, contractors, and third-party users to sign confidentiality and non-disclosure agreements?"""
1269,"""Are confidentiality and non-disclosure agreements mandatory for all employees, contractors, and third-party users?"""
1269,"""Do you have a policy in place that mandates confidentiality and non-disclosure agreements for all individuals working with your company?"""
1269,"""Have all employees, contractors, and third-party users signed confidentiality and non-disclosure agreements?"""
1269,"""Are confidentiality and non-disclosure agreements a requirement for all individuals employed by or working with your organization?"""
1270,"""Do you have a formal procedure in place for ending employment or altering job responsibilities?"""
1270,"""What protocol do you follow when it comes to terminating employees or modifying their job duties?"""
1270,"""Is there a set process for changing job roles or terminating employment within your organization?"""
1270,"""Could you explain how employment duties are altered or terminated within your company?"""
1270,"""What steps are taken to formalize the termination or change of job responsibilities for employees?"""
1271,"""Do you inform employees or contractors of information security responsibilities that continue after they leave their role?"""
1271,"""Are post-employment information security responsibilities clearly communicated to workers?"""
1271,"""Are employees or contractors made aware of any ongoing information security obligations after they leave their position?"""
1271,"""Is there a system in place to inform individuals of any lingering information security duties after their employment ends?"""
1271,"""Are departing employees or contractors informed of any information security obligations that remain in place?"""
1272,"""Do new employees receive training on Information Security as part of their orientation process?"""
1272,"""Is Information Security education included in the onboarding process for new hires?"""
1272,"""Do new staff members go through Information Security training during their induction period?"""
1272,"""Is there a section on Information Security included in the training for new employees?"""
1272,"""During induction, are new recruits taught about Information Security measures?"""
1273,"""Do you provide regular training and awareness programs to emphasize the importance of handling data correctly?"""
1273,"""How often are training sessions and awareness programs held to stress the importance of data security?"""
1273,"""Are there scheduled sessions for educating employees on the critical nature of data they handle?"""
1273,"""Do you have a structured approach for educating staff on the significance of data security?"""
1273,"""What measures are in place to ensure employees understand the importance of handling data securely through organized training sessions?"""
1274,Is there a formally approved Information Security Policy in place at the organization? 
1274,Can you confirm if there is a documented Information Security Policy that the organization follows?
1274,Could you share a copy of the approved Information Security Policy for the organization?
1274,Has the organization established a formal Information Security Policy that is documented and approved?
1274,Is there a written Information Security Policy that is recognized and upheld by the organization?
1275,"""Do you follow industry standards and frameworks, such as NIST CSF, ISO27001, COBIT, etc., in your Information Security Policy?"""
1275,"""Could you provide details on how your Information Security Policy aligns with industry standards and frameworks like NIST CSF, ISO27001, COBIT, etc.?"""
1275,"""Is your Information Security Policy in compliance with recognized industry standards and frameworks like NIST CSF, ISO27001, COBIT, etc.?"""
1275,"""How does your Information Security Policy incorporate industry standards and frameworks such as NIST CSF, ISO27001, COBIT, etc.?"""
1275,"""Can you explain how your Information Security Policy matches up to industry standards and frameworks like NIST CSF, ISO27001, COBIT, etc.?"""
1276,"""How often are your Information Security Policies, Standards, Guidelines, and Operating Procedures evaluated and updated within your organization?"""
1276,"""What is the schedule for reviewing and renewing your organization's Information Security Policies, Standards, Guidelines, and Operating Procedures?"""
1276,"""Who is responsible for overseeing the regular review and updating of your organization's Information Security Policies, Standards, Guidelines, and Operating Procedures?"""
1276,"""Can you elaborate on the process of periodically reviewing and refreshing your organization's Information Security Policies, Standards, Guidelines, and Operating Procedures?"""
1276,"""What is the frequency at which your organization's Information Security Policies, Standards, Guidelines, and Operating Procedures undergo review and renewal?"""
1277,"""Who holds the position in your company in charge of information security and data privacy?"""
1277,"""Do you have a specific individual assigned to oversee information security and data privacy? If so, what is their title?"""
1277,"""Could you identify the leader responsible for maintaining information security and data privacy within your organization?"""
1277,"""Is there a designated person within your company responsible for ensuring information security and data privacy are upheld? If yes, what is their title?"""
1277,"""Who is the point person in your organization for overseeing information security and data privacy matters? What is their official title?"""
1278,"""Can you outline the formal reporting process for security and privacy issues to management and oversight groups?"""
1278,"""Is there a structured system in place for reporting security and privacy matters to management and oversight groups?"""
1278,"""Could you describe the process for formally reporting security and privacy concerns to management and oversight groups?"""
1278,"""Do you have a defined procedure for reporting security and privacy issues to management and oversight groups? If so, can you elaborate?"""
1278,"""What is the protocol for reporting security and privacy related matters to management and oversight groups in your organization?"""
1279,"""Have internal audits been conducted to assess the effectiveness of internal processes?"""
1279,"""Is there any documentation of internal audits to evaluate the robustness of internal processes?"""
1279,"""Have internal audits been performed to validate the integrity of internal processes?"""
1279,"""Are there any indicators of internal audits being used to verify the reliability of internal processes?"""
1279,"""Can you provide information on the existence of internal audits to measure the efficiency of internal processes?"""
1280,"""Do you work with any third-party suppliers that have access to Segra data or systems?"""
1280,"""Are there external suppliers that your organization uses who can access Segra data or systems?"""
1280,"""Do any third-party suppliers have the authority to access Segra data or underlying systems within your organization?"""
1280,"""Could you provide information on whether your organization employs third-party suppliers with access to Segra data or systems?"""
1280,"""Are there any external suppliers that are granted access to Segra data or underlying systems by your organization?"""
1281,"""Are there specific security and confidentiality clauses in your contracts with third parties?"""
1281,"""Do your agreements with external partners stipulate information security measures, including confidentiality?"""
1281,"""Are there information security protocols outlined in your contracts with fourth parties?"""
1281,"""Do your contractual arrangements with outside entities address data security and confidentiality obligations?"""
1281,"""Are there provisions for information security and confidentiality in your contracts with external partners?"""
1282,"""Prior to sharing Segra's information with external parties, do you always obtain the required approvals from Segra?"""
1282,"""Is it a standard practice for you to seek approval from Segra before disclosing any of their information, including PII, to third parties?"""
1282,"""Are you diligent in obtaining Segra's permission before sharing any of their data, especially personally identifiable information, with other entities?"""
1282,"""Before transferring any information related to Segra, do you ensure you have obtained the necessary permissions and approvals from Segra?"""
1282,"""Could you elaborate on the procedure you follow to obtain consent from Segra before sharing any of their confidential information with external parties?"""
1283,"""How often do you conduct security risk assessments for your fourth party vendors to assess their security stance?"""
1283,"""Do you regularly evaluate the security risks posed by your fourth party vendors through risk assessments?"""
1283,"""What is your protocol for assessing information security risks of your fourth party vendors on a regular basis?"""
1283,"""Are you actively monitoring the security vulnerabilities of your fourth party vendors through periodic risk assessments?"""
1283,"""Can you elaborate on how frequently you conduct information security risk assessments for your fourth party vendors to gauge their security readiness?"""
1284,"""Is your company handling data in compliance with HIPAA regulations, and have you signed any Business Associate Agreements with clients?"""
1284,"""If your organization handles HIPAA compliant data, do you have any Business Associate Agreements in place with customers?"""
1284,"""Could you confirm if your organization operates with HIPAA compliant data and has established Business Associate Agreements with clients?"""
1284,"""Do you ensure that your organization works with HIPAA compliant data, and have you executed any Business Associate Agreements with customers?"""
1284,"""Is your company's data handling process aligned with HIPAA standards, and have you entered into any Business Associate Agreements for your clients?"""
1285,"""Do you ensure that asset inventories are consistently maintained for various types of assets?"""
1285,"""Are asset inventories regularly updated for different categories of assets every year?"""
1285,"""How often do you review and update the inventories for different types of assets?"""
1285,"""Are asset inventories defined, reviewed, and refreshed annually for all asset categories?"""
1285,"""Can you elaborate on how you maintain and update asset inventories for different asset types on a regular basis?"""
1286,"""Do you rely on an automated tool for asset inventory to keep track of devices on your network?"""
1286,"""Are automated asset discovery tools implemented to inventory devices across the network?"""
1286,"""Is there a system in place that utilizes automated tools to maintain an inventory of network devices?"""
1286,"""Are automated solutions utilized to inventory network devices for asset management purposes?"""
1286,"""Do you employ automated asset inventory discovery tools to track devices on your network?"""
1287,"""Has management approved an Asset Management Policy or Standard that is communicated to asset owners/managers?"""
1287,"""Is there a documented Asset Management Policy or Standard that has been approved by management and relayed to asset owners/managers?"""
1287,"""Has management put in place an Asset Management Policy or Standard that is effectively communicated to asset owners/managers?"""
1287,"""Is there clear guidance from management in the form of an Asset Management Policy or Standard that is shared with asset owners/managers?"""
1287,"""Has management established and communicated an Asset Management Policy or Standard to guide asset owners/managers?"""
1288,"""How frequently are changes to the lifecycle of assets and configurations reflected in the inventory?"""
1288,"""Do you regularly update the inventory to capture changes in the lifecycle of assets and configurations?"""
1288,"""How often do you ensure the inventory reflects updates to the lifecycle of assets and configurations?"""
1288,"""What is your protocol for keeping the inventory up-to-date with changes in assets and configurations?"""
1288,"""Could you provide insight into how changes in the lifecycle of assets and configurations are reflected in the inventory on a regular basis?"""
1289,"""What procedures do you have in place to make sure that employees and external users return the organization's assets upon termination?"""
1289,"""Can you explain how you ensure that all individuals return the organization's assets when their employment or agreement ends?"""
1289,"""Is there a protocol to guarantee that employees and external users give back the organization's assets upon the conclusion of their contract?"""
1289,"""What measures are in place to ensure that all organization assets are returned by employees and external users when their affiliation with the organization ends?"""
1289,"""Do you have a system in place to enforce the return of the organization's assets by employees and external users after their employment or agreement is concluded?"""
1290,"""What measures are in place regarding the management of mobile devices used by employees and subcontractors who access Segra data?"""
1290,"""Could you explain the policy for controlling and managing mobile devices of individuals who handle Segra data within the asset inventory?"""
1290,"""How are mobile devices used by employees and subcontractors who access Segra data controlled and managed according to your asset inventory policy?"""
1290,"""What protocol is established for overseeing mobile devices of individuals with access to Segra data within the asset inventory?"""
1290,"""Can you outline the guidelines for managing and controlling mobile devices used by employees or subcontractors who interact with Segra data in your asset inventory?"""
1291,"""Do you ensure that all sensitive or highly confidential data is encrypted or hashed when not in use? Can you elaborate on the encryption technology used?"""
1291,"""What measures do you have in place to encrypt or hash sensitive or highly confidential information, including passwords, when stored?"""
1291,"""Can you describe how you secure sensitive or highly confidential data, such as encryption or hashing techniques when it is at rest?"""
1291,"""Do you have a policy for encrypting or hashing sensitive data, including passwords, when it is not actively being used? If so, can you explain it?"""
1291,"""How do you handle the encryption or hashing of sensitive information, including passwords, when it is stored or at rest?"""
1292,"""What security measures are in place to protect data in memory? Can you elaborate on the encryption and hashing methods utilized?"""
1292,"""How is sensitive data stored in memory safeguarded? Could you provide insights into the encryption technology employed?"""
1292,"""Are encryption and hashing techniques used to secure data stored in memory? If so, could you provide more information on the encryption technology utilized?"""
1292,"""What steps are taken to ensure the protection of data in memory? Can you discuss the encryption and hashing methods implemented for this purpose?"""
1292,"""Could you elaborate on the security measures in place to protect data in memory? Specifically, how does the encryption technology safeguard sensitive information?"""
1293,"""Do you have established protocols for defining, implementing, and evaluating data privacy management requirements?"""
1293,"""How do you ensure that data privacy management requirements are defined, implemented, and regularly evaluated?"""
1293,"""Are there set procedures in place to define, implement, and assess data privacy management requirements?"""
1293,"""Can you elaborate on how data privacy management requirements, processes, procedures, and technical measures are monitored and reviewed?"""
1293,"""Have you outlined steps for defining, implementing, and assessing data privacy management requirements, procedures, and technical measures?"""
1295,"""What steps are taken to secure and cleanse Segra data on both electronic and hard copy media before disposal or re-use?"""
1295,"""Are there procedures in place for properly disposing of Segra data on electronic and hard copy media? Is electronic media degaussed and physically destroyed before disposal?"""
1295,"""How does your company ensure Segra data on both electronic and hard copy media is securely disposed of or re-used? Is electronic media degaussed and physically destroyed beforehand?"""
1295,"""Could you outline the process for securing and cleansing Segra data on electronic and hard copy media before final disposal or re-use? Is electronic media degaussed and physically destroyed?"""
1295,"""What measures are taken to properly dispose of Segra data on electronic and hard copy media? Is electronic media degaussed and physically destroyed prior to final disposal?"""
1296,"""Do you have a formal data privacy policy that addresses the handling of personal information and is reviewed at least once a year? Can you share a copy of this policy?"""
1296,"""Is there a documented policy in place regarding the collection, use, retention, disposal, and security of personal information? How often is this policy reviewed and communicated to stakeholders?"""
1296,"""Could you provide details on your data privacy policy and how often it is reviewed and updated to ensure compliance?"""
1296,"""How regularly do you assess and update your data privacy policy to encompass the handling of personal information? Can you provide a copy of this policy for review?"""
1296,"""Is there an established data privacy policy that outlines the procedures for handling personal information and is reviewed annually? Please share a copy of your data privacy and information security policies for examination."""
1297,"""Do you conduct regular assessments for regulatory data privacy and security compliance against global and domestic regulations? If so, what is the current status of these assessments?"""
1297,"""How often do you perform compliance assessments for data privacy and security regulations at both global and domestic levels? Can you provide evidence of the current status?"""
1297,"""Are regular assessments done to ensure compliance with global and domestic data privacy and security regulations? If yes, what is the latest status of these assessments?"""
1297,"""Do you regularly evaluate your compliance with data privacy and security regulations on a global and domestic scale? If so, can you share the current status of these assessments along with supporting evidence?"""
1297,"""What is the frequency at which you conduct regulatory data privacy and security compliance assessments against global and domestic regulations? Can you provide proof of the current assessment status?"""
1298,"""Do you have documented justifications for any exceptions to your security policies and procedures?"""
1298,"""Are there any circumstances under which you would justify and document exceptions to your security protocols?"""
1298,"""How do you handle exceptions to security policies and procedures, and are they properly documented?"""
1298,"""Have you established guidelines for when exceptions to security policies and procedures can be made, and are they recorded?"""
1298,"""Can you provide insight into the rationale behind any exceptions to your security policies and procedures, and how they are documented?"""
1299,"""What protocols do you follow for securely disposing or returning customer data in the event of service termination or upon request?"""
1299,"""Could you elaborate on the procedures you have in place for handling secure disposal or return of customer data when services are terminated or requested?"""
1299,"""Please provide details on how you handle the secure disposal and return of customer data when services are terminated or requested?"""
1299,"""Can you explain the steps you take to ensure the secure disposal or return of customer data when services are terminated or requested?"""
1299,"""What measures do you have in place to handle the secure disposal or return of customer data in the case of service termination or upon request? Please describe."""
1300,"""Can you elaborate on the measures taken to ensure data segregation between Segra and other tenants in a multi-tenant setup?"""
1300,"""What protocols are in place to maintain data segregation between Segra and the vendor's internal cloud computing environment?"""
1300,"""How do you enforce data separation between Segra and other tenants in a multi-tenant scenario?"""
1300,"""What steps have been implemented to uphold data segregation between Segra and other tenants in a shared environment?"""
1300,"""Could you provide insights into the mechanisms used for data segregation between Segra and the vendor's internal cloud computing environment?"""
1301,"""Do you have a system in place to monitor cloud administrators transferring customer data to the corporate network? If so, can you elaborate on it?"""
1301,"""Can you provide details on the procedures in place for overseeing cloud administrators who transfer customer data to the corporate network?"""
1301,"""Is there a process for monitoring cloud administrators who copy customer data into the corporate network? If yes, can you describe it?"""
1301,"""How are cloud administrators monitored when transferring customer data into the corporate network? Please provide an explanation of the monitoring system."""
1301,"""What measures have been implemented to track cloud administrators copying customer data into the corporate network? Kindly elaborate on the monitoring setup."""
1302,"""Do the services offered to Segra fall within the scope of your Business Continuity Plan? If so, can you elaborate on the testing, reviewing, and updating process of the plans and addressing any issues found during testing?"""
1302,"""Are the services extended to Segra included in the coverage of your Business Continuity Plan? If they are, could you detail the frequency of testing, reviewing, and revising the plans as well as handling any issues identified during testing?"""
1302,"""Within the Business Continuity Plan, do the services provided to Segra fall under its coverage? If they do, can you describe the schedule for testing, reviewing, and refreshing the plans, and addressing any concerns discovered during testing?"""
1302,"""Are the services rendered to Segra encompassed within the scope of your Business Continuity Plan? If they are, please outline the procedure for testing, reviewing, and updating the plans, along with remedying any issues detected during testing."""
1302,"""Do the services that Segra receives align with your Business Continuity Plan's coverage? If they do, could you provide insight into the frequency of testing, reviewing, and revising the plans, as well as addressing any concerns identified during testing?"""
1303,"""Can you provide details on your organization's information security policy, including the names of the policies, the date of the last review, and the approver's name and title?"""
1303,"""Is there a formal document outlining your information security policy? If so, could you share the names of the policies, the recent review date, and the approver's details?"""
1303,"""Could you specify whether your organization has an established information security policy, and provide information on the policy names, review date, and approver's name and title?"""
1303,"""Are there documented information security policies in place within your organization? If so, please provide the names of the policies, the most recent review date, and the details of the approver."""
1303,"""Can you confirm if your organization has a documented information security policy, and share details such as the policy names, the last reviewed date, and the name and title of the approver?"""
1304,"""Do you have a procedure in place to periodically assess and revise security policies? If so, when was the most recent review conducted?"""
1304,"""How often do you conduct reviews to update and modify your security policies?"""
1304,"""Is there a set schedule for reassessing and adjusting your security protocols? If there is, when was the last review completed?"""
1304,"""Could you outline the steps involved in revising and renewing your security policies? When was the most recent policy review?"""
1304,"""What is your approach to regularly reviewing and updating your security policies? When was the last time this process was completed?"""
1305,"""Who in your organization is in charge of developing, maintaining, and issuing security policies?"""
1305,"""Do you have a specific individual tasked with handling security policy development, maintenance, and issuance?"""
1305,"""Could you identify the person responsible for security policy development, maintenance, and issuance within your company?"""
1305,"""Is there a designated resource within your organization for managing security policy development, maintenance, and issuance?"""
1305,"""Who oversees the development, maintenance, and issuance of security policies within your company?"""
1306,"""Are all of your organization's security policies accessible for examination?"""
1306,"""Can I view the comprehensive collection of security policies for your organization?"""
1306,"""Are all of your organization's security policies open for review?"""
